id,anyo,ejercicio,numero,tema,subtema,tipo,dificultad,pregunta,opcion_A,opcion_B,opcion_C,opcion_D,respuesta_correcta,fuente
2023-E1-005,2023,1,5,,Sinónimos y analogías,psicotecnico_verbal,media,"Indique la respuesta A, B, C o D que contenga un sinónimo para cada una de las palabras del
grupo observado:",cuidadoso / práctico / expulsar / tela / contradecir,cuidadoso / inflexible / expulsar / alabanza / contradecir,consustancial / práctico / absorber / limpieza / aprisionar,consustancial / inflexible / absorber / alabanza / aprisionar,B,2023_Cuestionario1.CAM.pdf
2023-E1-006,2023,1,6,,Sinónimos y analogías,psicotecnico_verbal,media,Egresar es a ingresar como escindir es a ______:,cohesionar,advenir,dilucidar,"cimbrear su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto.",A,2023_Cuestionario1.CAM.pdf
2023-E1-007,2023,1,7,,Ortografía,psicotecnico_verbal,baja,"fuselaje, atribullendo, hipotenso, groseya, viodegradable, espresión,
yoviznoso, uelga, flojear, ozcilar",6,4,5,7,D,2023_Cuestionario1.CAM.pdf
2023-E1-008,2023,1,8,,Ortografía,psicotecnico_verbal,baja,"subyugar, vinajera, silografía, reuido, meditavundo, hipoxia, inadvertido,
exhumar, fayido, forcejear",4,5,3,6,A,2023_Cuestionario1.CAM.pdf
2023-E1-009,2023,1,9,,Ortografía,psicotecnico_verbal,baja,"bién, fanático, fémur, descortes, sucedáneo, mes, efervescéncia,
explicacion, conyuges, biceps",7,6,8,5,B,2023_Cuestionario1.CAM.pdf
2023-E1-010,2023,1,10,,Ortografía,psicotecnico_verbal,baja,"veintidos, diário, balompie, lucíernaga, trágicamente, terminología,
encubiérto, laud, pisapapéles, facilmente",10,7,9,8,D,2023_Cuestionario1.CAM.pdf
2023-E1-011,2023,1,11,,Cálculo numérico,psicotecnico_numerico,media,"Una vez realizadas las operaciones numéricas de las series siguientes, ¿cuál es el resultado de
sumar los 2 totales?
1,56 + 0,28 – 0,73 + 0,86 = _____
2,35 – 0,97 – 0,33 + 1,84 = _____","4,86","4,85","4,87","4,88 su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto",A,2023_Cuestionario1.CAM.pdf
2023-E1-012,2023,1,12,,Cálculo numérico,psicotecnico_numerico,media,"Una vez realizadas las operaciones numéricas de las series siguientes, ¿cuál es el resultado de
sumar los 3 totales?
7 x 3 – 6 + 12 : 3 x 2 – 17 = _____
6 – 4 + 3 x 7 – 18 : 6 + 5 = _____
2 + 24 : 6 – 4 + 6 + 48 : 4 = _____",54,53,51,52,C,2023_Cuestionario1.CAM.pdf
2023-E1-013,2023,1,13,,Cálculo numérico,psicotecnico_numerico,media,"Indique qué operación: suma, resta, multiplicación o división, debe sustituir a la interrogante del
recuadro para que la suma de los dos totales de las dos series dé como resultado 41:
12 – 3 ? 9 + 10 = _____
10 + 6 x 5 – 9 = _____",división,resta,suma,multiplicación,B,2023_Cuestionario1.CAM.pdf
2023-E1-014,2023,1,14,,Cálculo numérico,psicotecnico_numerico,media,"Indique qué operación: suma, resta, multiplicación o división, debe sustituir a la interrogante del
recuadro para que la suma de los dos totales de las dos series dé como resultado 94:
27 ? 8 x 3 : 4 = _____
110 : 5 + 33 + 18 = _____",resta,suma,división,multiplicación,A,2023_Cuestionario1.CAM.pdf
2023-E1-015,2023,1,15,,Cálculo numérico,psicotecnico_numerico,media,"Para la compra de un determinado producto un proveedor ofrece cuatro posibilidades de
adquisición:
Lote 1: 300 paquetes, conteniendo 15 unidades cada paquete, a un precio total de 5.850,00 euros.
Lote 2: 10% más de paquetes que el Lote 1, conteniendo 20 unidades cada paquete, a un precio del
15% más que el total del Lote 1.
Lote 3: mismo número de paquetes que el Lote 1, conteniendo 10 unidades cada paquete, a un
precio del 15% menos que el total del Lote 1.
Lote 4: 10% menos de paquetes que el Lote 1, conteniendo 20 unidades cada paquete, al mismo
precio que el total del Lote 1.
¿En cuál de los Lotes anteriores el precio unitario del producto es más económico?",Lote 1,Lote 2,Lote 3,Lote 4,B,2023_Cuestionario1.CAM.pdf
2023-E1-016,2023,1,16,,Cálculo numérico,psicotecnico_numerico,media,¿Cuál es el valor del 15% de los 7/9 de 11.475? (Si es necesario redondee a dos decimales),"1.721,25","2.213,04","1.338,75","133.875 su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto",C,2023_Cuestionario1.CAM.pdf
2023-E1-017,2023,1,17,,Cálculo numérico,psicotecnico_numerico,media,"Tenemos que distribuir 775 personas en aulas de dos tipos: Aulas A, con 32 puestos cada una y
Aulas B, con 45 puestos cada una. ¿Cuál de las siguientes afirmaciones es correcta?",Con 4 Aulas A y 14 Aulas B nos sobran 17 puestos,Con 6 Aulas A y 13 Aulas B nos sobran 2 puestos,Con 8 Aulas A y 12 Aulas B nos faltan 21 puestos,Con 10 Aulas A y 11 Aulas B nos faltan 40 puestos,B,2023_Cuestionario1.CAM.pdf
2023-E1-018,2023,1,18,,Cálculo numérico,psicotecnico_numerico,media,"Necesitamos imprimir 57.000 documentos en A4. Cada cartucho de tóner tiene tóner para
imprimir 4.540 documentos en A4 en calidad normal. Sabemos que la impresora tiene 3
calidades de impresión: calidad normal, calidad eco (consume la mitad de tóner) y calidad
supereco (consume el 10% de tóner). Si solo disponemos de 3 cartuchos de tóner, ¿con cuál de
las siguientes opciones de impresión tenemos tóner suficiente?","10% de los documentos en calidad normal, 40% de los documentos en calidad eco y 50% de los documentos en calidad supereco","1.200 documentos en calidad normal, 20.000 en calidad eco y 35.800 en calidad supereco","2.500 documentos en calidad normal, 13.650 en calidad eco y 40.850 en calidad supereco",Mitad de los documentos en calidad eco y mitad de los documentos en calidad supereco,C,2023_Cuestionario1.CAM.pdf
2023-E1-019,2023,1,19,,Cálculo numérico,psicotecnico_numerico,media,"En la realización de una determinada tarea se han registrado los siguientes tiempos: 1 persona ha
tardado 3 horas, 13 minutos y 10 segundos; 2 personas han tardado 2 horas, 25 minutos y 10
segundos cada una de ellas; 3 personas han tardado 3 horas, 35 minutos y 38 segundos cada una
de ellas. ¿Cuál es el tiempo medio en realizar la tarea?","1 horas, 32 minutos y 19 segundos","3 horas, 4 minutos y 19 segundos","3 horas, 8 minutos y 24 segundos","6 horas, 16 minutos y 48 segundos",C,2023_Cuestionario1.CAM.pdf
2023-E1-020,2023,1,20,,Cálculo numérico,psicotecnico_numerico,media,¿Cuál de las siguientes parejas de pesos (están separadas por un “;”) no son equivalentes?,"42 hg 8 gr ; 4,2 kg 80 dg","8,3 dag 2 gr ; 8.500 cg","0,52 kg 3 dg ; 520,3 gr","25 kg 40 gr ; 250,04 hc su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto. Observe el siguiente CUADRO-BASE que contiene una serie de letras: CUADRO-BASE dtfxrthdyobhtdroxrtbrthsydxfdrthfhtbowfd rtsdrxostsowfydfhtbfxostrrthydbroxfdydox",D,2023_Cuestionario1.CAM.pdf
2023-E1-021,2023,1,21,,Búsqueda visual,psicotecnico_atencion,media,"Indique cuántas veces aparecen en total las letras x y o sin tener en cuenta la x situada
inmediatamente después de una o ni la o situada inmediatamente antes de una w:",9,10,7,8,B,2023_Cuestionario1.CAM.pdf
2023-E1-022,2023,1,22,,Búsqueda visual,psicotecnico_atencion,media,"Indique cuántas veces aparecen en total las letras t y d sin tener en cuenta la t situada
inmediatamente antes de una h ni la d situada inmediatamente después de una y:",18,17,15,16 Observe el siguiente CUADRO-BASE que contiene una serie de letras y números: CUADRO-BASE HG179L7JZJ6J7L9Q6JLLZGH7L16QJL7GS6HG7GZ1 7J16QRLJ7J16QGHZRZ97LSQ61J7J1S679L761L6Q,C,2023_Cuestionario1.CAM.pdf
2023-E1-023,2023,1,23,,Búsqueda visual,psicotecnico_atencion,media,"Indique cuántas veces aparecen en total los números 7, 6 y 1 sin contar el 6 situado
inmediatamente antes de una Q:",24,25,23,26,D,2023_Cuestionario1.CAM.pdf
2023-E1-024,2023,1,24,,Búsqueda visual,psicotecnico_atencion,media,"Indique cuántas veces aparecen en total las letras G, L y H sin contar la G inmediatamente antes
de una H:",21,18,19,"20 su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto.",B,2023_Cuestionario1.CAM.pdf
2023-E1-025,2023,1,25,,Búsqueda visual,psicotecnico_atencion,alta,Indique cuántos de esos 3 pares de tablas son exactamente iguales entre sí:,2,3,1,ninguno,C,2023_Cuestionario1.CAM.pdf
2023-E1-026,2023,1,26,,Búsqueda visual,psicotecnico_atencion,alta,Indique cuántos de esos 3 pares de tablas son exactamente iguales entre sí:,ninguno,2,3,"1 su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto.",C,2023_Cuestionario1.CAM.pdf
2023-E1-027,2023,1,27,,Aplicación de criterios,psicotecnico_logico,media,¿Cómo quedaría la LISTA-BASE después de aplicar el CRITERIO Y a la PERSONA Nº 6?,"Virhuez Combarros, F","Virhuez Combarros, F Virgili Combes, D Virgili Combes, D Virlan Combala, A Virlan Combala, A Virgil Combaz, F Virgil Combaz, F Virtus Comba, L Virtus Comba, L Combellas Combel, M Combellas Combel, M Viribay Virginio, T Viribay Combellas, T","Virhuez Combarros, F","Virhuez Combarros, F Virgili Combes, D Virgili Combes, D Virlan Combala, A Virlan Combala, A Virgil Combaz, F Virgil Combaz, F Virtus Comba, L Combellas Comba, L Viribay Combel, M Virginio Combel, M Viribay Combellas, T Viribay Combellas, T su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto",B,2023_Cuestionario1.CAM.pdf
2023-E1-028,2023,1,28,,Aplicación de criterios,psicotecnico_logico,media,¿Cómo quedaría la LISTA-BASE después de ordenarla alfabéticamente en orden inverso?,"Virtus Comba, L","Virtus Comba, L Virlan Combala, A Virlan Combala, A Viribay Combellas, T Virhuez Combarros, F Virhuez Combarros, F Viribay Combellas, T Virginio Combel, M Virginio Combel, M Virgili Combes, D Virgili Combes, D Virgil Combaz, F Virgil Combaz, F","Virtus Comba, L","Virtus Comba, L Virlan Combala, A Viribay Combellas, T Viribay Combellas, T Virhuez Combarros, F Virhuez Combarros, F Virlan Combala, A Virgili Combes, D Virginio Combel, M Virginio Combel, M Virgili Combes, D Virgil Combaz, F Virgil Combaz, F",A,2023_Cuestionario1.CAM.pdf
2023-E1-029,2023,1,29,,Aplicación de criterios,psicotecnico_logico,media,"¿Cómo quedaría la LISTA-BASE después de aplicar el CRITERIO W y el CRITERIO V a la
PERSONA Nº 6, el CRITERIO X a la PERSONA Nº 4 y el CRITERIO Z a la PERSONA Nº 2
de la lista?","Virhuez Combarros, F","Virhuez Combarros, F Combes Vigili, D Combes Combes, D Virlan Combala, A Virlan Combala, A Virgil Virlan, F Virgil Virtus, F Virtus Comba, L Virtus Comba, L Combarros Viribay, M Combarros Viribay, M Viribay Combellas, T Viribay Combellas, T","Virhuez Combarros, F","Virhuez Combarros, F Combes Combes, D Combes Combes, D Virlan Combala, A Virlan Combala, A Virgil Virlan, F Virgil Virlan, F Virtus Comba, L Virtus Comba, L Combellas Virhuez, M Combarros Viribay, M Viribay Combellas, T Viribay Combellas, T su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto",D,2023_Cuestionario1.CAM.pdf
2023-E1-030,2023,1,30,,Aplicación de criterios,psicotecnico_logico,media,"¿Cómo quedaría la LISTA-BASE después de aplicar el CRITERIO X a la PERSONA Nº 2, el
CRITERIO V a la PERSONA Nº 6 y el CRITERIO Y a la PERSONA Nº 4 de la lista?","Virhuez Combarros, F","Virhuez Combarros, F Virgili Virhuez, D Virgili Virhuez, D Virlan Combala, A Virlan Combala, A Comba Combaz, F Comba Combaz, F Virtus Virgil, L Virtus Comba, L Virginio Viribay, M Combellas Combel, M Viribay Combellas, T Viribay Combellas, T","Virhuez Combarros, F","Virhuez Combarros, F Virgili Virhuez, D Virgili Virhuez, D Virlan Combala, A Virlan Combala, A Comba Combaz, F Combaz Comba, F Virtus Comba, L Virtus Comba, L Virginio Viribay, M Virginio Viribay, M Viribay Combellas, T Viribay Combellas, T su distribución, difusión o comunicación pública por cualquier medio o en cualquier forma, salvo persona o entidad autorizada a tal efecto",C,2023_Cuestionario1.CAM.pdf
2023-E1-031,2023,1,31,1,Constitución,constitucion,media,"De acuerdo con su Preámbulo, ¿quién ratifica la Constitución Española de 1978?",El Rey,El pueblo español,Las Cortes Generales,El Gobierno,B,2023_Cuestionario1.CAM.pdf
2023-E1-032,2023,1,32,1,Derechos y deberes fundamentales,constitucion,baja,"Respecto al derecho a la libertad y a la seguridad, el art. 17 de la Constitución Española
establece:","La detención preventiva no podrá durar más del tiempo estrictamente necesario para la realización de las averiguaciones tendentes al esclarecimiento de los hechos, y, en todo caso, en el plazo máximo de cuarenta y ocho horas, el detenido deberá ser puesto en libertad o a disposición de la autoridad judicial","Toda persona detenida deber ser informada antes de que se cumplan tres horas de la detención, y de modo que le sea comprensible, de sus derechos y de las razones de su detención, no pudiendo ser obligada a declarar",La ley regulará un procedimiento de “habeas corpus” para producir la inmediata puesta a disposición judicial de toda persona detenida ilegalmente,Ninguna de las anteriores es correcta,C,2023_Cuestionario1.CAM.pdf
2023-E1-033,2023,1,33,2,Asamblea de Madrid,comunidad_madrid,media,NO Corresponde a la Asamblea de la Comunidad de Madrid:,Acordar operaciones de crédito y deuda pública,La potestad de establecer y exigir tributos,"La resolución del recurso de inconstitucionalidad y la personación ante el Tribunal Constitucional, en los supuestos y términos previstos en la Constitución y en la Ley Orgánica del Tribunal Constitucional",El conocimiento y control de los planes económicos,C,2023_Cuestionario1.CAM.pdf
2023-E1-034,2023,1,34,2,Estatuto de Autonomía,comunidad_madrid,baja,"La Ley Orgánica 3/1983, de 25 de febrero, es:",La Ley Orgánica del Poder Judicial,El Estatuto de Autonomía de la Comunidad de Madrid,La Ley Orgánica del Defensor del Pueblo,El Estatuto del Ministerio Fiscal,B,2023_Cuestionario1.CAM.pdf
2023-E1-035,2023,1,35,3,Consejo de Gobierno,comunidad_madrid,media,Según el artículo 18 de la Ley del Gobierno y la Administración de la Comunidad de Madrid:,"El Consejo de Gobierno es el órgano colegiado que dirige la política y la Administración de la Comunidad de Madrid. Ejerce la función legislativa, la potestad ejecutiva y la iniciativa reglamentaria, de conformidad con el Estatuto de Autonomía y con la Ley","El Consejo de Gobierno es el órgano colegiado que dirige la política y la Administración de la Comunidad de Madrid. A tal fin, ejerce la iniciativa legislativa, la función ejecutiva y la función reglamentaria, de conformidad con el Estatuto de Autonomía y con la Ley","El Consejo de Gobierno es el órgano colegiado que dirige la política y la Administración de la Comunidad de Madrid. Ejerce la potestad legislativa, la función ejecutiva y la iniciativa reglamentaria","El Consejo de Gobierno es el órgano colegiado que dirige la política y la administración de la Comunidad de Madrid. A tal fin, ejerce la iniciativa legislativa, la función ejecutiva y la potestad reglamentaria, de conformidad con el Estatuto de Autonomía y con la Ley",D,2023_Cuestionario1.CAM.pdf
2023-E1-036,2023,1,36,3,Consejo de Gobierno,comunidad_madrid,media,"Según el Art. 21 de la Ley de Gobierno y la Administración de la Comunidad de Madrid.
Corresponde al Consejo de Gobierno:","Nombrar y separar de su cargo a los Consejeros, y, en su caso, al Vicepresidente o Vicepresidentes","Ejecutar el Presupuesto de la Comunidad, tras su aprobación por la Asamblea","Aprobar, a propuesta del Consejero respectivo, previo dictamen preceptivo de la Consejería de Presidencia, la estructura orgánica y plantilla orgánica de las diferentes Consejerías y la creación, modificación o supresión de las Subdirecciones Generales","Decidir el nombramiento y cese de los cargos de la Administración autonómica con categoría igual o superior a Director General, previa propuesta del Presidente",B,2023_Cuestionario1.CAM.pdf
2023-E1-037,2023,1,37,4,Normas con rango de ley,legislacion,media,"De acuerdo con el artículo 86 de la Constitución, ¿cuánto tiempo tiene el Congreso de los
Diputados debatir y votar un Decreto-Ley desde su promulgación?",Dentro de los treinta días siguientes a su promulgación,Dentro de los veinte días siguientes a su promulgación,Dentro de los quince días siguientes a su promulgación,Dentro de los cuarenta días siguientes a su promulgación,A,2023_Cuestionario1.CAM.pdf
2023-E1-038,2023,1,38,4,Leyes orgánicas,legislacion,baja,Indique cuál de las siguientes materias está reservada a Ley Orgánica:,El derecho de protección de la salud,El derecho a la propiedad privada,El derecho de asociación,El derecho a la negociación colectiva,C,2023_Cuestionario1.CAM.pdf
2023-E1-039,2023,1,39,5,Actos nulos y anulables,procedimiento_administrativo,media,"En qué artículo de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de
las Administraciones Públicas viene regulado la declaración de lesividad de actos anulables
favorables al interesado:",Artículo 106,Artículo 107,Artículo 108,Artículo 112,B,2023_Cuestionario1.CAM.pdf
2023-E1-040,2023,1,40,5,Responsabilidad administrativa,procedimiento_administrativo,media,"En el procedimiento para la exigencia de la responsabilidad patrimonial de las autoridades y
personal al servicio de las Administraciones Públicas, conforme se estipula en el artículo 36 de la
Ley 40/2015, del Régimen Jurídico del Sector Público, el plazo para la resolución por el órgano
competente será de:",20 días,15 días,10 días,5 días,D,2023_Cuestionario1.CAM.pdf
2023-E1-041,2023,1,41,6,Procedimiento administrativo,procedimiento_administrativo,media,"A tenor del artículo 2 de la Ley 39/2015, del Procedimiento Administrativo Común de las
Administraciones Públicas, las Corporaciones de Derecho Público se regirán:","Por su normativa específica y exclusivamente cuando se especifique en la ley 39/2015, del Procedimiento Administrativo Común de las Administraciones Públicas",Por lo establecido en la normativa específica,Por lo establecido en la Ley del Procedimiento Administrativo Común de las Administraciones Públicas,Por su normativa específica en el ejercicio de las funciones públicas que les hayan sido atribuidas por Ley o delegadas y supletoriamente por la presente Ley,D,2023_Cuestionario1.CAM.pdf
2023-E1-042,2023,1,42,6,Notificaciones,procedimiento_administrativo,media,"¿Cuál es el plazo que se establece, en el artículo 76 de la Ley 39/2015, del Procedimiento
Administrativo Común de las Administraciones Públicas, en el que los interesados podrán
presentar alegaciones y aportar documentos u otros elementos de juicio?:",En el plazo de quince días desde su notificación,En el plazo de diez días desde su conocimiento,En cualquier momento anterior al trámite de audiencia,En todo momento,C,2023_Cuestionario1.CAM.pdf
2023-E1-043,2023,1,43,7,Jurisdicción contencioso-administrativa,legislacion,media,"No corresponden al orden jurisdiccional contencioso-administrativo, señale la respuesta
incorrecta:","Las cuestiones expresamente atribuidas a los órdenes jurisdiccionales civil, penal y social, aunque estén relacionadas con la actividad de la Administración pública",El recurso contencioso-disciplinario militar,Los conflictos de jurisdicción entre los Juzgados y Tribunales y la Administración pública y los conflictos de atribuciones entre órganos de una misma Administración,"Los recursos directos o indirectos que se interpongan contra las Normas Forales fiscales de las Juntas Generales de los Territorios Históricos de Álava, Guipúzcoa y Vizcaya, que corresponderán, en exclusiva, al Tribunal Constitucional en los términos establecidos por la disposición adicional quinta de su Ley Orgánica”",D,2023_Cuestionario1.CAM.pdf
2023-E1-044,2023,1,44,7,Jurisdicción contencioso-administrativa,legislacion,baja,"El emplazamiento a la Administración en el procedimiento de la Ley de Jurisdicción Contencioso
administrativa se entenderá efectuado:",Con la remisión del expediente por la Administración,Con la reclamación del expediente,Con la notificación a la administración del recurso,Con la admisión del recurso,B,2023_Cuestionario1.CAM.pdf
2023-E1-045,2023,1,45,8,Derecho de acceso a la información pública,transparencia,media,"De acuerdo con el artículo 11 de la Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la
información pública y buen gobierno, ¿cuál de los siguientes Principios técnicos a los que debe
adecuarse el Portal de la Transparencia desarrollado por la Administración del Estado es
incorrecto?:",Accesibilidad,Reutilización,Usabilidad,Interoperabilidad,C,2023_Cuestionario1.CAM.pdf
2023-E1-046,2023,1,46,8,Protección de datos,transparencia,media,"Según dispone el artículo 34 de la Ley Orgánica 3/2018, de 5 de diciembre, los responsables y
encargados del tratamiento deberán designar un delegado de protección de datos en los
supuestos previstos en el artículo 37.1 del Reglamento (UE) 2016/679 y, en todo caso, cuando se
trate de las siguientes entidades (señale la falsa):",Los establecimientos financieros de crédito,Las federaciones deportivas cuando traten datos de menores de edad,Las empresas de seguridad pública,Los colegios profesionales y sus consejos generales,C,2023_Cuestionario1.CAM.pdf
2023-E1-047,2023,1,47,9,Contratos del sector público,contratos,media,"¿Cuál de los siguientes tipos de contratos están excluidos del ámbito de la Ley 9/2017, de
contratos del sector público?",Contrato concesión de obras,Contrato de suministros,Contrato de servicios,Contrato relativo a servicios de arbitraje y conciliación,D,2023_Cuestionario1.CAM.pdf
2023-E1-048,2023,1,48,9,Contratos del sector público,contratos,baja,"La Ley 9/2017, de contratos del Sector Público, tiene por objeto regular la contratación del sector
público, a fin de garantizar que la misma se ajusta a los principios de:","Publicidad, transparencia, eficacia y eficiencia en la contratación pública",Eficacia y eficiencia en la contratación,No discriminación e igualdad de trato entre los licitadores y coordinación entre las Administraciones Públicas,"Libertad de acceso a las licitaciones, publicidad y transparencia de los procedimientos, y no discriminación e igualdad de trato entre los licitadores",D,2023_Cuestionario1.CAM.pdf
2023-E1-049,2023,1,49,10,Régimen disciplinario,funcion_publica,media,"Según el Art. 94 del TREBEP: La potestad disciplinaria se ejercerá de acuerdo con los siguientes
principios: (señale la incorrecta)",Principio de irretroactividad de las disposiciones sancionadoras favorables y de la retroactividad de las no favorables al presunto infractor,Principio de culpabilidad,Principio de presunción de inocencia,"Principio de legalidad y tipicidad de las faltas y sanciones, a través de la predeterminación normativa o, en el caso del personal laboral, de los convenios colectivos",A,2023_Cuestionario1.CAM.pdf
2023-E1-050,2023,1,50,10,Personal al servicio de las Administraciones Públicas,funcion_publica,media,"Según el Art. 5 de la Ley 1/1986, de 10 de abril de la Función Pública de la Comunidad de Madrid.
El personal de la Comunidad de Madrid se integra por: (señale la incorrecta)",Los funcionarios de carrera,El personal laboral,Los funcionarios interinos,El personal al servicio de la Asamblea de Madrid,D,2023_Cuestionario1.CAM.pdf
2023-E1-051,2023,1,51,11,Seguridad Social,seguridad_social,media,"Según el artículo 213.4 del Real Decreto Legislativo 8/2015, de 30 de octubre: El percibo de la
pensión de jubilación será compatible con la realización de trabajos por cuenta propia cuyos
ingresos anuales totales:","Siempre que no superen el 75% del salario mínimo interprofesional, en cómputo anual","Siempre que no superen el salario mínimo interprofesional, en cómputo anual",No es compatible en ningún caso,Ninguna es correcta,B,2023_Cuestionario1.CAM.pdf
2023-E1-052,2023,1,52,11,Afiliación,seguridad_social,media,"Respecto a la afiliación de la Seguridad Social, señale la afirmación correcta:",Es obligatoria y deberá renovarse cada vez que la persona cambie de régimen,No puede practicarse de oficio,El obligatoria y única para toda la vida de las personas y para todo el sistema,Deberá renovarse cuando el trabajador pase de prestación por cuenta ajena a cuenta propia,C,2023_Cuestionario1.CAM.pdf
2023-E1-053,2023,1,53,12,Presupuestos,hacienda_publica,media,"Señala la afirmación correcta según la Ley 9/1990, de 8 de noviembre en su artículo 9:",La Consejería de Hacienda es el órgano superior de la Administración de la Comunidad en materias objeto de esta Ley,"La concesión de créditos extraordinarios y suplementos de crédito, se regirá por lo establecido en el artículo 12 de la Ley Orgánica de Financiación de las Comunidades Autónomas",Velar por la elaboración del anteproyecto de Ley de Presupuestos de la Comunidad para su aprobación,"Las sociedades mercantiles, las entidades de derecho público con personalidad jurídica propia y las empresas públicas se coordinarán con la Administración de Hacienda de acuerdo con los términos previstos en esta Ley",A,2023_Cuestionario1.CAM.pdf
2023-E1-054,2023,1,54,12,Tesorería,hacienda_publica,media,"Según el artículo 13 de Ley 9/1990, de 8 de noviembre, La Tesorería, gestionada bajo criterios de
seguridad, rentabilidad y liquidez, se inspira en:",El principio de máximo rendimiento de sus propios ingresos,"En los principios de legalidad, solidaridad, universalidad y constitucionalidad",El principio de caja única,"Los principios de equidad, productividad y transparencia",C,2023_Cuestionario1.CAM.pdf
2023-E1-055,2023,1,55,13,Violencia de género,igualdad,media,"Según la Ley Orgánica 1/2004, en el ámbito de la publicidad y de los medios de comunicación,
indica la respuesta verdadera:","La Administración pública promoverá acuerdos de autorregulación que, contando con mecanismos de control preventivo y de resolución extrajudicial de controversias eficaces, contribuyan al cumplimiento de la legislación publicitaria","De acuerdo con lo establecido en la Ley General de Publicidad, se considerará ilícita la publicidad que utilice la imagen de la mujer","El Ente público le corresponda velar para que los medios audiovisuales cumplan sus obligaciones constitucionales, con respecto a la imagen de la mujer, sin perjuicio de las posibles actuaciones por parte de otras entidades","La Delegación Especial del Gobierno contra la Violencia sobre la Mujer, el instituto de la Mujer u órgano equivalente de cada Comunidad Autónoma, el Ministerio Fiscal y las Asociaciones tendrán como objetivo velar por la defensa de la imagen de las mujeres",A,2023_Cuestionario1.CAM.pdf
2023-E1-056,2023,1,56,13,Personas LGTBI,igualdad,media,"La Ley 3/2016, de 22 de julio, según su artículo 4, señala uno de los principios fundamentales que
regirán la actuación de las personas físicas o jurídicas, públicas o privadas incluidas en su ámbito
de aplicación:",Se garantizará protección efectiva frente a cualquier acto de violencia o agresión contra la vida a las mujeres de los Cuerpos y Fuerzas de Seguridad del Estado,Todas las personas tienen derecho a la privacidad. Se adoptarán las medidas administrativas necesarias a fin de garantizar que las mencionadas personas puedan acceder a cualquier prestación privada,"Las Administraciones públicas de la Comunidad de Madrid, promoverán políticas para el fomento de la igualdad, la visibilidad y la no discriminación por motivos de orientación sexual de las mujeres","Derecho a recursos y resarcimientos efectivos: se garantizará a las personas LGTBI, la reparación de sus derechos violados por motivo de orientación sexual o identidad de género",D,2023_Cuestionario1.CAM.pdf
2023-E1-057,2023,1,57,14,Atención al ciudadano,procedimiento_administrativo,media,"De acuerdo con el artículo 9 del Decreto 21/2002, de 24 enero, por el que se regula la atención al
ciudadano en la Comunidad de Madrid: La información particular:",Es la que se refiere al estado o contenido de los procedimientos en tramitación,"Es la relativa a la identificación, fines, competencia y estructura, funcionamiento y localización de organismos y unidades administrativas",Es la que se facilitará obligatoriamente a los ciudadanos sin exigir para ello la acreditación de legitimación,Es la información de carácter general que deberá ofrecerse a los grupos sociales o instituciones que estén interesadas en su conocimiento,A,2023_Cuestionario1.CAM.pdf
2023-E1-058,2023,1,58,14,Atención al ciudadano,procedimiento_administrativo,media,"De acuerdo con el art. 16 del Decreto 21/2002 de 24 de enero, por el que se regula la atención al
ciudadano de la Comunidad de Madrid, los ciudadanos pueden presentar solicitudes, escritos y
comunicaciones dirigidos a la Administración de la Comunidad de Madrid:",En los Registros de cualquier órgano administrativo perteneciente a la Administración del Estado y las demás Comunidades autónomas,"En las oficinas de correos, en la forma establecida reglamentariamente",En las representaciones diplomática u oficinas consulares de España en el extranjero,Todas las opciones son correctas,D,2023_Cuestionario1.CAM.pdf
2023-E1-059,2023,1,59,15,Documentos administrativos,procedimiento_administrativo,baja,"Documentos presentados por los ciudadanos en los que éstos impugnan un acto administrativo
que afecta a sus derechos o intereses legítimos, solicitando su anulación por considerar que
incurre en algún defecto que lo hace objeto de nulidad o anulabilidad, es la definición de:",Recurso,Petición,Alegaciones,Solicitud,A,2023_Cuestionario1.CAM.pdf
2023-E1-060,2023,1,60,15,Documentos administrativos,procedimiento_administrativo,media,"Según la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las
Administraciones Públicas, el acto por el que cualquier persona, en cumplimiento o no de una
obligación legal, pone en conocimiento de un órgano administrativo la existencia de un
determinado hecho que pudiera justificar la iniciación de oficio de un procedimiento
administrativo, es la definición de:",Queja,Denuncia,Reclamación,Solicitud PREGUNTAS RESERVA,B,2023_Cuestionario1.CAM.pdf
